159.000000,82.000000,56.000000,65.000000
164.943283,74.536458,58.348958,70.953125
173.147298,72.145897,57.223958,73.760417
172.909673,69.339221,58.552083,78.187500
173.609299,68.159879,65.927083,104.036458
179.222600,64.056580,74.958333,78.656250
177.164617,53.433416,75.750000,84.315104
159.322830,40.026479,73.776042,66.416667
149.148346,39.569038,73.947917,61.531250
143.109751,40.203748,73.223958,76.908854
136.925735,55.374977,74.476562,75.250000
136.085220,61.222115,81.468750,76.000000
133.941193,65.750608,73.080729,78.750000
134.148961,72.251724,74.625000,75.416667
135.047852,83.512131,73.656250,76.000000
139.060354,86.318237,78.864583,83.536458
143.041351,86.482071,87.007812,72.804688
176.973175,84.290665,76.359375,77.187500
177.540502,83.629758,78.802083,80.406250
169.611293,77.386538,83.242187,84.072917
168.899007,76.175601,81.260417,83.877604
165.341009,76.239403,79.440104,84.611979
153.525645,72.187581,82.145833,87.270833
147.532990,72.294360,76.473958,89.638021
129.999771,77.735435,76.789062,84.453125
133.287699,82.092651,86.039062,81.179688
157.688268,79.142326,79.226563,80.908854
186.666692,75.795029,77.046875,75.411458
189.493556,75.517995,74.867188,77.250000
194.235285,87.306966,96.312500,81.221354
190.711746,84.494059,94.333333,91.000000
188.484558,77.653046,90.250000,93.750000
187.313675,69.484189,91.750000,93.583333
198.713694,60.766093,92.364583,94.229167
204.860713,57.871323,92.523438,98.070312
214.119476,62.340790,90.062500,93.812500
212.000158,75.233637,79.617187,87.750000
220.420441,79.126724,72.976562,85.117188
212.494436,87.964111,82.468750,84.937500
205.199265,82.508914,81.536458,78.109375
176.403219,52.689962,84.377604,84.377604
106.268616,39.982285,130.437500,84.453125
94.717601,40.078300,104.614583,65.312500
30.701241,39.208387,98.403646,69.096354
-8.947606,40.850250,109.809896,74.682292
3.327175,135.261490,93.539062,73.773438
67.521950,88.269791,87.718750,78.179688
94.581838,49.489339,88.229167,107.979167
114.989960,40.728007,101.291667,75.354167
150.561920,38.644932,71.687500,46.312500
166.123657,38.762569,66.250000,51.750000
184.548116,39.808764,58.239583,65.598958
196.269018,55.606506,73.171875,66.963542
191.638474,66.797635,74.218750,63.864583
195.927668,77.148829,62.588542,85.505208
200.511922,75.758916,59.093750,79.203125
217.588018,62.672541,66.875000,65.458333
222.471395,56.243978,78.393229,90.721354
233.572144,61.652392,72.414062,78.184896
233.600871,64.246890,74.255208,78.031250
228.439819,61.404434,72.804688,79.906250
186.324931,75.409327,73.898438,88.007813
176.232595,94.158915,71.770833,86.583333
165.189606,127.717901,78.354167,91.520833
157.516464,135.787827,83.750000,95.817708
143.547969,111.001663,89.802083,96.018229
138.543427,95.259094,88.750000,99.718750
121.044220,68.590424,88.390625,100.476562
107.040939,47.624929,88.656250,94.500000
111.841009,46.888306,82.072917,89.614583
130.135035,56.693057,74.458333,98.645833
144.693517,60.907865,73.351562,96.575521
146.367015,63.988246,72.085937,98.414062
151.522151,53.734807,71.208333,88.760417
154.860687,43.729935,70.382812,76.234375
169.480260,40.475179,78.838542,70.895833
193.288259,55.958071,61.960938,72.497396
197.363444,66.354909,51.846354,67.601562
195.410904,67.590256,68.289062,77.125000
155.944473,150.354614,60.493568,70.215752
107.518585,177.469101,63.518250,73.726540
94.286560,200.324417,63.518250,73.726540
81.054535,194.309860,63.518250,73.726540
94.286560,189.498215,63.518250,73.726540
87.607117,106.026784,96.614583,130.151042
105.953873,109.367676,99.250000,130.000000
145.051295,111.630544,100.880208,126.833333
157.073568,103.411433,100.062500,127.304687
183.148819,84.204971,101.593750,123.273438
165.330643,53.393776,102.171875,112.197917
145.354889,40.111885,98.484375,108.041667
103.813487,39.891635,104.536458,81.416667
96.452947,39.278496,98.317708,80.010417
100.501668,39.955582,97.145833,82.354167
110.227865,42.915497,84.437500,90.000000
115.375753,54.489286,77.578125,78.458333
121.370407,75.620918,76.234375,77.906250
123.432434,81.530403,74.867188,77.250000
135.035009,70.303487,73.500000,80.296875
156.876663,50.961088,70.666667,61.958333
169.467463,45.408318,67.981771,62.713542
180.111435,48.702011,61.156250,82.640625
174.777924,49.636225,63.643229,83.541667
167.119573,57.463504,61.416667,83.317708
160.757675,64.315226,64.307292,84.416667
158.006851,68.438644,66.395833,83.125000
153.512166,76.331965,62.804688,84.169271
151.828568,80.116112,64.656250,82.843750
153.180237,79.355769,62.804688,82.643229
167.945038,72.488327,61.960938,83.786458
187.356018,71.497053,67.981771,82.281250
223.533585,74.078532,67.739583,78.604167
234.751923,74.651571,69.486979,76.260417
