445.000000,180.000000,29.000000,26.000000
443.084788,172.617381,27.640625,33.083333
442.531789,169.906708,25.770833,26.072917
439.650492,165.172511,25.921875,23.343750
439.838613,161.263016,23.208333,24.562500
444.348572,162.046799,18.789062,23.171875
439.690206,158.732758,23.276042,19.359375
442.822083,155.100876,19.984375,21.859375
440.366526,151.720449,24.906250,23.356771
433.376607,145.591522,29.044271,27.190104
438.453217,127.393626,24.010417,44.817708
430.504822,128.691508,31.880208,30.093750
432.575673,127.188975,27.554688,32.382812
431.552185,122.376114,28.843750,33.062500
434.884064,120.683416,26.375000,26.666667
421.592651,114.760157,34.401042,34.401042
429.553802,108.588898,35.687500,32.507812
428.278259,106.158913,29.031250,31.773438
426.012695,103.931249,27.960938,33.848958
423.677002,97.590027,26.307292,53.380208
423.925863,93.566078,25.791667,46.244792
413.002452,90.188883,33.877604,50.153646
412.042704,88.896968,33.750000,39.549479
397.881836,90.968770,46.666667,30.968750
393.529114,89.602188,43.375000,34.375000
389.088084,86.212118,42.682292,37.570312
368.981293,82.526878,50.687500,43.648438
361.872548,81.965103,51.882812,54.492188
354.867584,83.134514,52.497396,53.864583
348.345062,87.067459,51.791667,50.833333
346.596934,88.949359,47.239583,40.203125
339.174469,100.967545,41.031250,41.984375
334.308716,101.437332,40.421875,38.156250
325.478180,104.811307,45.093750,39.041667
310.425232,111.563217,47.692708,41.325521
314.693136,113.083227,35.531250,44.828125
302.123433,127.807297,34.541667,45.861979
291.189941,128.305099,46.132812,49.859375
288.654480,130.758901,37.966146,52.317708
292.617950,133.843689,31.359375,54.468750
287.277405,142.522171,37.523438,42.679688
283.447113,167.994359,28.393229,29.210938
278.374613,168.534159,33.593750,34.757812
275.696248,176.533646,34.281250,33.541667
272.247833,178.739243,35.453125,34.046875
271.806325,178.103149,26.729167,40.609375
271.624105,189.464269,21.468750,50.125000
268.384725,196.052617,25.143229,43.664062
263.010966,205.489583,31.666667,35.666667
263.193542,209.159241,25.750000,30.906250
259.648468,210.379791,32.901042,42.341146
257.195648,227.009781,20.052083,33.937500
256.481883,232.227498,20.666667,33.880208
254.859538,238.313700,18.208333,31.041667
253.228984,239.946309,17.838542,33.572917
252.831706,243.554799,15.466146,34.403646
249.460373,252.998047,13.250000,33.000000
248.467962,256.973317,12.375000,32.518229
246.687042,262.325836,12.781250,30.906250
244.825841,266.882334,12.958333,28.760417
242.454895,270.297058,15.218750,25.171875
237.609253,275.853363,14.203125,21.921875
235.490199,278.464996,13.526042,19.307292
233.177216,280.002645,13.213542,18.317708
231.590744,280.594279,13.213542,17.226562
229.080917,281.653900,13.304688,16.093750
224.953003,283.164368,11.312500,14.750000
221.673721,283.258881,12.578125,14.210938
219.018906,283.120728,12.953125,13.375000
218.010035,282.965464,12.645833,13.593750
215.658925,282.777954,11.937500,13.369792
211.196574,281.245412,12.872396,13.484375
209.034500,280.880605,13.117188,12.138021
209.355825,279.610321,11.080729,14.015625
208.696111,278.245870,9.463542,13.890625
208.470459,277.149292,9.125000,14.125000
202.261337,275.170135,12.250000,14.500000
205.803472,273.585551,8.291667,15.843750
201.520543,273.380849,11.807292,14.802083
199.556040,272.323140,12.739583,14.270833
201.468216,272.497650,10.562500,15.742188
